page_id	page_title	article_edits	article_bot_edits	article_bot_editors	article_registered_edits	article_registered_editors	article_anon_edits	article_anon_editors	article_sum_bytes_changed	article_insertion_edits	article_bytes_added	article_removal_edits	article_bytes_removed	talk_edits	talk_bot_edits	talk_bot_editors	talk_registered_edits	talk_registered_editors	talk_anon_edits	talk_anon_editors	talk_sum_bytes_changed	talk_insertion_edits	talk_bytes_added	talk_removal_edits	talk_bytes_removed
13834	"Hello,_World!"_program	33	5	2	17	16	11	10	7556	16	4666	15	2890	0	0	0	17	0	0	0	0	0	0	0	0
64492	%	1	0	0	1	1	0	0	3	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2676	'Abd_al-Rahman_I	24	3	3	18	9	3	2	2245	11	1521	10	724	0	0	0	18	0	0	0	0	0	0	0	0
44944	'Ndrangheta	23	2	2	13	7	8	7	41440	19	21691	4	19749	0	0	0	13	0	0	0	0	0	0	0	0
50338	's-Hertogenbosch	21	2	2	13	6	6	5	1060	14	808	6	252	0	0	0	13	0	0	0	0	0	0	0	0
63869	(89959)_2002_NT7	2	0	0	2	2	0	0	61	1	60	1	1	0	0	0	2	0	0	0	0	0	0	0	0
64494	,	1	0	0	1	1	0	0	3	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
64849	-)	1	0	0	1	1	0	0	6	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0
13031	-gry	8	0	0	8	1	0	0	6552	8	6552	0	0	0	0	0	8	0	0	0	0	0	0	0	0
63574	-logy	2	0	0	1	1	1	1	5	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3411	...Baby_One_More_Time_(album)	52	1	1	30	16	21	14	13735	23	6936	19	6799	0	0	0	30	0	0	0	0	0	0	0	0
35551	007_(disambiguation)	1	0	0	1	1	0	0	107	1	107	0	0	0	0	0	1	0	0	0	0	0	0	0	0
34513	0_(number)	54	2	2	52	25	0	0	8326	37	4371	12	3955	0	0	0	52	0	0	0	0	0	0	0	0
34819	0s	13	0	0	7	4	6	3	412	9	252	4	160	0	0	0	7	0	0	0	0	0	0	0	0
35266	0s_BC	1	1	1	0	0	0	0	34	1	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35180	1	14	1	1	8	6	5	4	19018	7	9468	7	9550	0	0	0	8	0	0	0	0	0	0	0	0
64503	1-2-3	3	0	0	2	2	1	1	255	3	255	0	0	0	0	0	2	0	0	0	0	0	0	0	0
35188	10	4	0	0	2	2	2	2	69	2	44	2	25	0	0	0	2	0	0	0	0	0	0	0	0
71318	100-year_flood	16	1	1	15	1	0	0	5751	10	5225	5	526	0	0	0	15	0	0	0	0	0	0	0	0
34876	1000	12	0	0	10	8	2	2	1125	7	1112	5	13	0	0	0	10	0	0	0	0	0	0	0	0
44875	1000s_BC_(decade)	4	1	1	0	0	3	2	4596	2	2303	1	2293	0	0	0	0	0	0	0	0	0	0	0	0
35900	1001	4	0	0	4	4	0	0	135	2	81	2	54	0	0	0	4	0	0	0	0	0	0	0	0
35901	1002	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
35902	1003	1	0	0	1	1	0	0	4	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
35903	1004	2	0	0	2	2	0	0	4	0	0	1	4	0	0	0	2	0	0	0	0	0	0	0	0
35904	1005	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
35905	1006	4	1	1	3	3	0	0	39	4	39	0	0	0	0	0	3	0	0	0	0	0	0	0	0
35906	1007	4	0	0	4	3	0	0	390	2	195	2	195	0	0	0	4	0	0	0	0	0	0	0	0
35907	1008	5	0	0	4	4	1	1	44	4	32	1	12	0	0	0	4	0	0	0	0	0	0	0	0
35908	1009	1	0	0	1	1	0	0	4	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0
35648	100_BC	1	0	0	1	1	0	0	9	1	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0
86178	100_kilometres	4	0	0	2	2	2	1	164	2	156	2	8	0	0	0	2	0	0	0	0	0	0	0	0
36128	100_micrometres	2	0	0	1	1	1	1	488	1	244	1	244	0	0	0	1	0	0	0	0	0	0	0	0
36073	100_picometres	1	0	0	0	0	1	1	36	1	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36282	1010	4	0	0	3	3	1	1	215	1	179	1	36	0	0	0	3	0	0	0	0	0	0	0	0
36283	1011	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
36284	1012	2	0	0	1	1	1	1	10	1	5	1	5	0	0	0	1	0	0	0	0	0	0	0	0
36285	1013	2	0	0	1	1	1	1	4	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
36286	1015	6	0	0	2	2	4	2	226	3	113	3	113	0	0	0	2	0	0	0	0	0	0	0	0
36035	1016	3	0	0	1	1	2	2	105	1	66	1	39	0	0	0	1	0	0	0	0	0	0	0	0
36287	1017	2	0	0	2	1	0	0	292	2	292	0	0	0	0	0	2	0	0	0	0	0	0	0	0
36288	1018	1	0	0	0	0	1	1	85	1	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36084	1019	4	0	0	2	2	2	2	84	2	42	2	42	0	0	0	2	0	0	0	0	0	0	0	0
38733	1020	2	0	0	1	1	1	1	40	1	20	1	20	0	0	0	1	0	0	0	0	0	0	0	0
38732	1021	2	0	0	1	1	1	1	16	1	8	1	8	0	0	0	1	0	0	0	0	0	0	0	0
38731	1022	2	0	0	2	2	0	0	294	2	294	0	0	0	0	0	2	0	0	0	0	0	0	0	0
38730	1023	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
38729	1024	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
36693	1025	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
36036	1026	2	0	0	1	1	1	1	30	1	15	1	15	0	0	0	1	0	0	0	0	0	0	0	0
38727	1027	2	0	0	1	1	1	1	58	1	12	1	46	0	0	0	1	0	0	0	0	0	0	0	0
36083	1028	3	0	0	1	1	2	2	46	2	44	1	2	0	0	0	1	0	0	0	0	0	0	0	0
38728	1029	2	0	0	1	1	1	1	4	1	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0
36465	1030	4	0	0	3	3	1	1	233	3	226	1	7	0	0	0	3	0	0	0	0	0	0	0	0
44866	1030s_BC	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
40031	1031	2	0	0	1	1	1	1	14	1	7	1	7	0	0	0	1	0	0	0	0	0	0	0	0
40032	1032	2	0	0	1	1	1	1	24	1	12	1	12	0	0	0	1	0	0	0	0	0	0	0	0
40033	1033	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
40034	1035	2	0	0	1	1	1	1	26	1	13	1	13	0	0	0	1	0	0	0	0	0	0	0	0
36686	1036	3	0	0	2	2	1	1	149	1	18	2	131	0	0	0	2	0	0	0	0	0	0	0	0
40036	1037	2	0	0	1	1	1	1	18	1	9	1	9	0	0	0	1	0	0	0	0	0	0	0	0
40037	1038	2	0	0	1	1	1	1	40	1	20	1	20	0	0	0	1	0	0	0	0	0	0	0	0
40039	1039	2	0	0	1	1	1	1	18	1	9	1	9	0	0	0	1	0	0	0	0	0	0	0	0
34566	1040	6	1	1	5	2	0	0	187	3	88	3	99	0	0	0	5	0	0	0	0	0	0	0	0
40040	1041	1	0	0	1	1	0	0	58	0	0	1	58	0	0	0	1	0	0	0	0	0	0	0	0
40041	1042	2	0	0	1	1	1	1	30	1	15	1	15	0	0	0	1	0	0	0	0	0	0	0	0
40042	1043	2	0	0	1	1	1	1	14	1	7	1	7	0	0	0	1	0	0	0	0	0	0	0	0
40043	1044	2	0	0	1	1	1	1	16	1	8	1	8	0	0	0	1	0	0	0	0	0	0	0	0
36689	1045	3	0	0	2	2	1	1	94	2	82	1	12	0	0	0	2	0	0	0	0	0	0	0	0
40044	1046	2	0	0	1	1	1	1	20	1	10	1	10	0	0	0	1	0	0	0	0	0	0	0	0
40045	1047	2	0	0	1	1	1	1	18	1	9	1	9	0	0	0	1	0	0	0	0	0	0	0	0
40046	1048	4	1	1	1	1	2	2	27	1	12	2	15	0	0	0	1	0	0	0	0	0	0	0	0
40047	1049	3	0	0	2	2	1	1	8	1	1	1	7	0	0	0	2	0	0	0	0	0	0	0	0
35598	104_BC	1	0	0	1	1	0	0	2	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
35357	105	1	0	0	1	1	0	0	48	0	0	1	48	0	0	0	1	0	0	0	0	0	0	0	0
36291	1050	1	0	0	1	1	0	0	120	1	120	0	0	0	0	0	1	0	0	0	0	0	0	0	0
40049	1051	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
40050	1052	2	0	0	1	1	1	1	18	1	9	1	9	0	0	0	1	0	0	0	0	0	0	0	0
36698	1053	2	0	0	1	1	1	1	14	1	7	1	7	0	0	0	1	0	0	0	0	0	0	0	0
36660	1054	1	0	0	0	0	1	1	19	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36290	1055	2	0	0	1	1	1	1	12	1	6	1	6	0	0	0	1	0	0	0	0	0	0	0	0
40052	1056	2	0	0	1	1	1	1	12	1	6	1	6	0	0	0	1	0	0	0	0	0	0	0	0
35530	1057	2	0	0	1	1	1	1	14	1	7	1	7	0	0	0	1	0	0	0	0	0	0	0	0
40054	1059	2	0	0	1	1	1	1	38	1	19	1	19	0	0	0	1	0	0	0	0	0	0	0	0
35358	106	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
35165	1060s	2	0	0	1	1	1	1	48	1	24	1	24	0	0	0	1	0	0	0	0	0	0	0	0
36037	1061	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
42454	1063	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
42455	1064	4	0	0	2	2	2	2	38	2	19	2	19	0	0	0	2	0	0	0	0	0	0	0	0
35054	1066	3	0	0	1	1	2	1	22	2	11	1	11	0	0	0	1	0	0	0	0	0	0	0	0
58715	1066_and_All_That	10	0	0	4	4	6	4	488	3	163	6	325	0	0	0	4	0	0	0	0	0	0	0	0
36692	1068	2	0	0	1	1	1	1	34	1	17	1	17	0	0	0	1	0	0	0	0	0	0	0	0
36293	1070	1	0	0	1	1	0	0	4	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0
35164	1071	1	0	0	1	1	0	0	4	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0
35934	1072	1	0	0	1	1	0	0	3	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
36696	1073	1	0	0	1	1	0	0	2	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0
42460	1075	1	0	0	1	1	0	0	4	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0
42461	1076	1	0	0	0	0	1	1	319	0	0	1	319	0	0	0	0	0	0	0	0	0	0	0	0
42462	1077	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
36038	1078	1	0	0	1	1	0	0	4	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0
36039	1080	3	0	0	3	3	0	0	40	2	40	0	0	0	0	0	3	0	0	0	0	0	0	0	0
42463	1081	2	0	0	1	1	1	1	34	1	17	1	17	0	0	0	1	0	0	0	0	0	0	0	0
42464	1082	2	0	0	1	1	1	1	22	1	11	1	11	0	0	0	1	0	0	0	0	0	0	0	0
42465	1083	1	0	0	0	0	1	1	20	0	0	1	20	0	0	0	0	0	0	0	0	0	0	0	0
36040	1084	3	0	0	2	2	1	1	23	2	12	1	11	0	0	0	2	0	0	0	0	0	0	0	0
42466	1085	2	0	0	1	1	1	1	38	1	19	1	19	0	0	0	1	0	0	0	0	0	0	0	0
36699	1086	1	0	0	1	1	0	0	3	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0
35069	1087	2	0	0	1	1	1	1	12	1	6	1	6	0	0	0	1	0	0	0	0	0	0	0	0
36281	1088	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
42468	1090	1	0	0	1	1	0	0	23	1	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0
44853	1090s_BC	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
42469	1091	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
42470	1092	2	0	0	1	1	1	1	18	1	9	1	9	0	0	0	1	0	0	0	0	0	0	0	0
36211	1093	2	0	0	1	1	1	1	18	1	9	1	9	0	0	0	1	0	0	0	0	0	0	0	0
42471	1094	2	0	0	1	1	1	1	20	1	10	1	10	0	0	0	1	0	0	0	0	0	0	0	0
36041	1095	2	0	0	2	2	0	0	37	1	37	0	0	0	0	0	2	0	0	0	0	0	0	0	0
36610	1097	2	0	0	1	1	1	1	22	1	11	1	11	0	0	0	1	0	0	0	0	0	0	0	0
35160	1098	3	0	0	2	2	1	1	28	2	15	1	13	0	0	0	2	0	0	0	0	0	0	0	0
35159	1099	3	0	0	2	2	1	1	24	2	14	1	10	0	0	0	2	0	0	0	0	0	0	0	0
52162	10_BC	2	0	0	1	1	1	1	50	1	25	1	25	0	0	0	1	0	0	0	0	0	0	0	0
86180	10_gigametres	1	0	0	0	0	1	1	93	1	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36094	10_micrometres	3	0	0	1	1	2	2	164	2	104	1	60	0	0	0	1	0	0	0	0	0	0	0	0
36455	10_yottametres	3	1	1	2	2	0	0	47	1	29	2	18	0	0	0	2	0	0	0	0	0	0	0	0
34820	10s	9	0	0	1	1	8	5	95	6	51	2	44	0	0	0	1	0	0	0	0	0	0	0	0
34738	10th_century	10	0	0	5	5	5	3	364	6	205	2	159	0	0	0	5	0	0	0	0	0	0	0	0
40183	10th_century_BC	8	1	1	7	2	0	0	195	5	157	2	38	0	0	0	7	0	0	0	0	0	0	0	0
55457	10th_millennium_BC	9	1	1	5	4	3	2	681	4	321	3	360	0	0	0	5	0	0	0	0	0	0	0	0
35362	110	2	0	0	1	1	1	1	10	1	5	1	5	0	0	0	1	0	0	0	0	0	0	0	0
36300	1100	3	1	1	0	0	2	2	32	1	14	2	18	0	0	0	0	0	0	0	0	0	0	0	0
36301	1101	2	0	0	1	1	1	1	21	1	14	1	7	0	0	0	1	0	0	0	0	0	0	0	0
42472	1102	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
38432	1103	2	0	0	1	1	1	1	42	1	21	1	21	0	0	0	1	0	0	0	0	0	0	0	0
42473	1104	2	0	0	2	2	0	0	84	1	83	1	1	0	0	0	2	0	0	0	0	0	0	0	0
42474	1105	2	0	0	1	1	1	1	20	1	10	1	10	0	0	0	1	0	0	0	0	0	0	0	0
42475	1106	2	0	0	1	1	1	1	34	1	17	1	17	0	0	0	1	0	0	0	0	0	0	0	0
38339	1107	2	0	0	1	1	1	1	12	1	6	1	6	0	0	0	1	0	0	0	0	0	0	0	0
42476	1108	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
42477	1109	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
36280	1110	1	0	0	1	1	0	0	99	1	99	0	0	0	0	0	1	0	0	0	0	0	0	0	0
44147	1110s_BC	2	0	0	1	1	1	1	87	2	87	0	0	0	0	0	1	0	0	0	0	0	0	0	0
36279	1111	1	0	0	0	0	1	1	24	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36264	1112	2	0	0	1	1	1	1	20	1	10	1	10	0	0	0	1	0	0	0	0	0	0	0	0
36265	1113	2	0	0	1	1	1	1	10	1	5	1	5	0	0	0	1	0	0	0	0	0	0	0	0
36266	1114	2	0	0	1	1	1	1	16	1	8	1	8	0	0	0	1	0	0	0	0	0	0	0	0
36268	1116	2	0	0	1	1	1	1	24	1	12	1	12	0	0	0	1	0	0	0	0	0	0	0	0
36269	1117	1	0	0	1	1	0	0	300	1	300	0	0	0	0	0	1	0	0	0	0	0	0	0	0
36270	1118	2	0	0	1	1	1	1	30	1	15	1	15	0	0	0	1	0	0	0	0	0	0	0	0
36271	1119	2	0	0	1	1	1	1	12	1	6	1	6	0	0	0	1	0	0	0	0	0	0	0	0
59272	111_BC	2	1	1	1	1	0	0	31	1	18	1	13	0	0	0	1	0	0	0	0	0	0	0	0
35364	112	2	0	0	1	1	1	1	32	1	16	1	16	0	0	0	1	0	0	0	0	0	0	0	0
36273	1121	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
36042	1122	3	0	0	3	3	0	0	234	3	234	0	0	0	0	0	3	0	0	0	0	0	0	0	0
36045	1123	2	0	0	1	1	1	1	58	1	29	1	29	0	0	0	1	0	0	0	0	0	0	0	0
35545	1124	4	1	1	1	1	2	2	308	2	154	2	154	0	0	0	1	0	0	0	0	0	0	0	0
36274	1125	1	0	0	1	1	0	0	3	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0
36275	1126	3	0	0	2	2	1	1	139	2	85	1	54	0	0	0	2	0	0	0	0	0	0	0	0
36276	1127	5	0	0	3	3	2	2	85	3	43	2	42	0	0	0	3	0	0	0	0	0	0	0	0
36277	1128	2	0	0	1	1	1	1	32	1	16	1	16	0	0	0	1	0	0	0	0	0	0	0	0
36278	1129	2	0	0	1	1	1	1	16	1	8	1	8	0	0	0	1	0	0	0	0	0	0	0	0
35365	113	5	1	1	4	3	0	0	3132	3	1584	2	1548	0	0	0	4	0	0	0	0	0	0	0	0
35543	1130	2	0	0	1	1	1	1	16	1	8	1	8	0	0	0	1	0	0	0	0	0	0	0	0
40072	1132	2	0	0	1	1	1	1	16	1	8	1	8	0	0	0	1	0	0	0	0	0	0	0	0
40073	1133	3	0	0	2	2	1	1	11	2	6	1	5	0	0	0	2	0	0	0	0	0	0	0	0
40074	1134	2	0	0	1	1	1	1	48	1	24	1	24	0	0	0	1	0	0	0	0	0	0	0	0
34985	1135	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
40075	1136	1	0	0	1	1	0	0	3	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0
40076	1137	2	0	0	1	1	1	1	12	1	6	1	6	0	0	0	1	0	0	0	0	0	0	0	0
40077	1138	2	0	0	1	1	1	1	22	1	11	1	11	0	0	0	1	0	0	0	0	0	0	0	0
36046	1139	2	0	0	1	1	1	1	50	1	25	1	25	0	0	0	1	0	0	0	0	0	0	0	0
35366	114	2	0	0	1	1	1	1	20	1	10	1	10	0	0	0	1	0	0	0	0	0	0	0	0
34975	1141	2	0	0	2	2	0	0	31	1	31	0	0	0	0	0	2	0	0	0	0	0	0	0	0
35053	1142	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
35544	1143	1	0	0	1	1	0	0	32	1	32	0	0	0	0	0	1	0	0	0	0	0	0	0	0
35549	1144	1	0	0	1	1	0	0	56	1	56	0	0	0	0	0	1	0	0	0	0	0	0	0	0
40079	1145	1	0	0	1	1	0	0	114	0	0	1	114	0	0	0	1	0	0	0	0	0	0	0	0
36048	1146	2	0	0	1	1	1	1	16	1	8	1	8	0	0	0	1	0	0	0	0	0	0	0	0
36049	1147	1	0	0	1	1	0	0	41	0	0	1	41	0	0	0	1	0	0	0	0	0	0	0	0
40080	1148	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
40081	1149	2	0	0	1	1	1	1	124	2	124	0	0	0	0	0	1	0	0	0	0	0	0	0	0
35367	115	2	0	0	1	1	1	1	16	1	8	1	8	0	0	0	1	0	0	0	0	0	0	0	0
40083	1150	3	0	0	3	1	0	0	644	2	149	1	495	0	0	0	3	0	0	0	0	0	0	0	0
40082	1151	1	0	0	1	1	0	0	50	0	0	1	50	0	0	0	1	0	0	0	0	0	0	0	0
36050	1152	3	0	0	2	1	1	1	204	2	111	1	93	0	0	0	2	0	0	0	0	0	0	0	0
36391	1153	4	0	0	3	3	1	1	166	2	136	2	30	0	0	0	3	0	0	0	0	0	0	0	0
34923	1154	2	0	0	2	1	0	0	269	2	269	0	0	0	0	0	2	0	0	0	0	0	0	0	0
38569	1155	5	0	0	4	3	1	1	149	3	90	2	59	0	0	0	4	0	0	0	0	0	0	0	0
36214	1157	2	0	0	2	1	0	0	224	1	224	0	0	0	0	0	2	0	0	0	0	0	0	0	0
38574	1158	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
40084	1159	2	0	0	1	1	1	1	10	1	5	1	5	0	0	0	1	0	0	0	0	0	0	0	0
35368	116	2	0	0	1	1	1	1	10	1	5	1	5	0	0	0	1	0	0	0	0	0	0	0	0
40014	1160	2	0	0	1	1	1	1	16	1	8	1	8	0	0	0	1	0	0	0	0	0	0	0	0
44864	1160s_BC	1	1	1	0	0	0	0	4	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
38924	1161	2	0	0	1	1	1	1	220	2	220	0	0	0	0	0	1	0	0	0	0	0	0	0	0
40012	1162	1	0	0	1	1	0	0	87	0	0	1	87	0	0	0	1	0	0	0	0	0	0	0	0
34924	1163	3	0	0	2	2	1	1	35	2	18	1	17	0	0	0	2	0	0	0	0	0	0	0	0
38435	1164	6	0	0	5	4	1	1	114	3	109	2	5	0	0	0	5	0	0	0	0	0	0	0	0
38919	1165	2	0	0	0	0	2	2	81	1	41	1	40	0	0	0	0	0	0	0	0	0	0	0	0
40011	1166	2	0	0	1	1	1	1	18	1	9	1	9	0	0	0	1	0	0	0	0	0	0	0	0
40010	1167	2	0	0	2	2	0	0	127	2	127	0	0	0	0	0	2	0	0	0	0	0	0	0	0
36216	1168	2	0	0	1	1	1	1	14	1	7	1	7	0	0	0	1	0	0	0	0	0	0	0	0
40009	1169	2	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
36459	1170	2	0	0	1	1	1	1	25	1	1	1	24	0	0	0	1	0	0	0	0	0	0	0	0
44870	1170s_BC	5	1	1	4	1	0	0	734	4	730	1	4	0	0	0	4	0	0	0	0	0	0	0	0
40085	1171	2	0	0	1	1	1	1	2	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
36217	1172	5	0	0	5	4	0	0	179	2	143	3	36	0	0	0	5	0	0	0	0	0	0	0	0
40086	1174	1	0	0	1	1	0	0	44	0	0	1	44	0	0	0	1	0	0	0	0	0	0	0	0
40087	1175	1	0	0	1	1	0	0	91	1	91	0	0	0	0	0	1	0	0	0	0	0	0	0	0
38921	1176	3	0	0	3	2	0	0	235	1	35	1	200	0	0	0	3	0	0	0	0	0	0	0	0
40088	1177	5	0	0	5	4	0	0	163	3	122	2	41	0	0	0	5	0	0	0	0	0	0	0	0
40089	1178	5	0	0	5	4	0	0	273	2	95	3	178	0	0	0	5	0	0	0	0	0	0	0	0
36053	1179	2	0	0	2	2	0	0	3	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0
36059	1180s	2	0	0	2	2	0	0	42	1	21	1	21	0	0	0	2	0	0	0	0	0	0	0	0
38925	1181	1	0	0	1	1	0	0	108	1	108	0	0	0	0	0	1	0	0	0	0	0	0	0	0
40091	1182	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
40092	1183	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
40093	1184	1	0	0	0	0	1	1	13	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	0
40094	1185	2	0	0	2	2	0	0	187	2	187	0	0	0	0	0	2	0	0	0	0	0	0	0	0
40095	1186	3	0	0	2	2	1	1	21	0	0	1	21	0	0	0	2	0	0	0	0	0	0	0	0
36054	1187	2	0	0	1	1	1	1	20	1	10	1	10	0	0	0	1	0	0	0	0	0	0	0	0
36055	1188	3	0	0	1	1	2	2	37	2	19	1	18	0	0	0	1	0	0	0	0	0	0	0	0
36215	1189	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
61512	118_BC	1	0	0	1	1	0	0	27	1	27	0	0	0	0	0	1	0	0	0	0	0	0	0	0
40008	1190	2	0	0	1	1	1	1	58	0	0	1	58	0	0	0	1	0	0	0	0	0	0	0	0
40007	1191	2	0	0	1	1	1	1	22	1	11	1	11	0	0	0	1	0	0	0	0	0	0	0	0
38572	1192	1	0	0	0	0	1	1	60	0	0	1	60	0	0	0	0	0	0	0	0	0	0	0	0
40006	1193	2	0	0	1	1	1	1	8	1	4	1	4	0	0	0	1	0	0	0	0	0	0	0	0
40005	1194	3	0	0	2	2	1	1	37	2	28	1	9	0	0	0	2	0	0	0	0	0	0	0	0
40004	1195	1	0	0	1	1	0	0	35	1	35	0	0	0	0	0	1	0	0	0	0	0	0	0	0
36136	1196	2	0	0	2	2	0	0	133	1	64	1	69	0	0	0	2	0	0	0	0	0	0	0	0
40060	1197	3	0	0	3	2	0	0	25	2	25	0	0	0	0	0	3	0	0	0	0	0	0	0	0
40061	1198	1	0	0	1	1	0	0	7	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0
40062	1199	1	0	0	1	1	0	0	4	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
52163	11_BC	2	0	0	1	1	1	1	10	1	5	1	5	0	0	0	1	0	0	0	0	0	0	0	0
34645	11th_century	11	0	0	5	4	6	2	682	4	338	6	344	0	0	0	5	0	0	0	0	0	0	0	0
34857	11th_century_BC	6	1	1	3	3	2	1	10192	3	5132	3	5060	0	0	0	3	0	0	0	0	0	0	0	0
35190	12	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0
35372	120	3	1	1	0	0	2	2	61	2	27	1	34	0	0	0	0	0	0	0	0	0	0	0	0
36394	1200	3	0	0	3	3	0	0	159	1	78	1	81	0	0	0	3	0	0	0	0	0	0	0	0
44873	1200s_BC_(decade)	1	1	1	0	0	0	0	7	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40003	1201	1	0	0	1	1	0	0	2	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
36056	1202	4	0	0	2	2	2	1	165	4	165	0	0	0	0	0	2	0	0	0	0	0	0	0	0
40002	1203	2	0	0	1	1	1	1	36	0	0	2	36	0	0	0	1	0	0	0	0	0	0	0	0
34986	1204	1	0	0	1	1	0	0	191	0	0	1	191	0	0	0	1	0	0	0	0	0	0	0	0
36372	1205	1	0	0	1	1	0	0	16	1	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0
40001	1206	1	0	0	1	1	0	0	4	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0
40000	1207	1	0	0	1	1	0	0	5	0	0	1	5	0	0	0	1	0	0	0	0	0	0	0	0
39999	1208	2	0	0	2	1	0	0	91	0	0	2	91	0	0	0	2	0	0	0	0	0	0	0	0
36057	1209	1	0	0	1	1	0	0	4	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0
35373	121	2	0	0	1	1	1	1	10	1	5	1	5	0	0	0	1	0	0	0	0	0	0	0	0
39998	1210	2	0	0	0	0	2	2	20	1	10	1	10	0	0	0	0	0	0	0	0	0	0	0	0
44874	1210s_BC	2	1	1	1	1	0	0	22	2	22	0	0	0	0	0	1	0	0	0	0	0	0	0	0
